station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
7,2012-01-10,55.0,32.0,44.0,-1.0,28.0,36.0,21.0,0.0,728.0,1749.0,0.0,0.0,28.51,29.95,5.0,36.0,6.5
8,2012-01-10,59.0,41.0,44.0,-1.0,38.0,44.0,21.0,0.0,728.0,1749.0,0.0,0.0,29.6,29.95,7.4,30.0,8.1
9,2012-01-10,54.0,24.0,39.0,-1.0,29.0,34.0,26.0,0.0,728.0,1749.0,0.0,0.0,29.0,29.82,2.5,17.0,3.6
10,2012-01-10,74.0,56.0,65.0,-1.0,56.0,60.0,0.0,0.0,724.0,1744.0,0.0,0.0,30.03,30.05,3.6,17.0,4.1
11,2012-01-10,76.0,47.0,62.0,9.0,54.0,57.0,3.0,0.0,725.0,1744.0,0.0,0.0,30.02,30.05,3.7,17.0,4.1
12,2012-01-10,75.0,48.0,62.0,9.0,55.0,58.0,3.0,0.0,725.0,1744.0,0.0,0.0,30.02,30.05,3.4,19.0,3.8
13,2012-01-10,56.0,28.0,42.0,9.0,24.0,33.0,23.0,0.0,725.0,1744.0,0.0,0.0,24.13,29.96,4.1,16.0,4.5
14,2012-01-10,54.0,30.0,42.0,6.0,28.0,37.0,23.0,0.0,740.0,1736.0,0.0,0.0,28.5,29.93,6.6,36.0,8.0
15,2012-01-10,43.0,23.0,33.0,13.0,21.0,29.0,32.0,0.0,717.0,1630.0,0.0,0.0,29.44,29.84,2.8,27.0,6.3
16,2012-01-10,47.0,28.0,38.0,13.0,25.0,32.0,27.0,0.0,717.0,1630.0,0.0,0.01,29.72,29.84,5.2,26.0,6.3
17,2012-01-10,52.0,35.0,44.0,13.0,28.0,37.0,21.0,0.0,717.0,1630.0,0.0,0.0,29.22,29.95,2.2,1.0,2.5
18,2012-01-10,46.0,42.0,44.0,-1.0,41.0,43.0,21.0,0.0,731.0,1739.0,0.0,0.49,29.34,29.89,8.0,31.0,8.9
19,2012-01-10,50.0,25.0,38.0,17.0,28.0,34.0,27.0,0.0,722.0,1637.0,0.0,0.0,29.14,29.93,4.5,21.0,4.9
20,2012-01-10,47.0,42.0,45.0,17.0,41.0,43.0,20.0,0.0,722.0,1637.0,0.0,0.3,29.13,29.88,11.3,31.0,11.7
1,2012-01-11,39.0,24.0,32.0,17.0,21.0,29.0,33.0,0.0,722.0,1637.0,0.0,0.0,29.91,30.1,3.4,7.0,4.2
2,2012-01-11,38.0,28.0,33.0,9.0,22.0,28.0,32.0,0.0,715.0,1636.0,0.0,0.0,28.92,30.06,1.5,9.0,4.5
3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,0.5,0.02,29.08,29.79,9.5,32.0,12.1
4,2012-01-11,77.0,38.0,58.0,7.0,36.0,36.0,7.0,0.0,729.0,1749.0,0.0,0.0,29.1,29.79,3.7,29.0,6.3
6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,728.0,1749.0,0.0,0.0,29.28,29.81,5.8,24.0,9.9
7,2012-01-11,53.0,28.0,41.0,4.0,27.0,34.0,24.0,0.0,728.0,1749.0,0.0,0.0,28.47,29.84,12.5,34.0,15.8
8,2012-01-11,72.0,41.0,41.0,4.0,36.0,47.0,24.0,0.0,728.0,1749.0,0.0,0.0,29.45,29.84,6.4,25.0,8.9
9,2012-01-11,38.0,14.0,26.0,4.0,22.0,25.0,39.0,0.0,728.0,1749.0,0.0,0.0,28.99,29.76,13.0,32.0,14.1
10,2012-01-11,75.0,59.0,67.0,4.0,55.0,60.0,0.0,2.0,724.0,1745.0,0.0,0.04,29.77,29.78,10.4,20.0,13.0
11,2012-01-11,73.0,55.0,64.0,11.0,55.0,59.0,1.0,0.0,725.0,1745.0,0.0,0.04,29.75,29.78,9.3,21.0,11.3
12,2012-01-11,76.0,59.0,68.0,11.0,56.0,60.0,0.0,3.0,725.0,1745.0,0.0,0.04,29.75,29.79,8.7,22.0,10.8
13,2012-01-11,41.0,3.0,68.0,11.0,12.0,16.0,0.0,3.0,725.0,1745.0,0.0,0.01,24.24,30.15,5.3,4.0,8.8
14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,0.0,0.01,28.45,29.82,14.2,35.0,15.6
15,2012-01-11,34.0,21.0,28.0,8.0,18.0,25.0,37.0,0.0,717.0,1631.0,0.0,0.0,29.67,30.09,1.1,36.0,3.2
16,2012-01-11,38.0,23.0,31.0,8.0,22.0,29.0,34.0,0.0,717.0,1631.0,0.0,0.0,29.93,30.07,3.2,8.0,5.9
17,2012-01-11,62.0,24.0,43.0,8.0,27.0,35.0,22.0,0.0,717.0,1631.0,0.0,0.02,29.15,29.82,5.7,33.0,5.9
18,2012-01-11,65.0,36.0,51.0,6.0,39.0,45.0,14.0,0.0,731.0,1740.0,0.0,0.0,29.26,29.76,3.6,34.0,8.1
19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,721.0,1638.0,0.0,0.0,28.85,29.64,0.7,21.0,2.5
20,2012-01-11,64.0,37.0,51.0,22.0,39.0,45.0,14.0,0.0,721.0,1638.0,0.0,0.0,29.05,29.76,4.4,31.0,9.2
1,2012-01-12,40.0,31.0,36.0,22.0,31.0,34.0,29.0,0.0,721.0,1638.0,0.0,0.69,29.62,29.74,10.7,5.0,12.3
2,2012-01-12,33.0,30.0,32.0,8.0,31.0,31.0,33.0,0.0,715.0,1637.0,3.6,1.06,28.62,29.69,10.5,5.0,10.7
3,2012-01-12,35.0,21.0,28.0,-8.0,9.0,23.0,37.0,0.0,735.0,1729.0,0.0,0.0,29.39,30.11,14.5,30.0,15.1
4,2012-01-12,50.0,33.0,42.0,-9.0,16.0,33.0,23.0,0.0,729.0,1750.0,0.0,0.0,29.54,30.24,8.2,34.0,8.3
6,2012-01-12,51.0,28.0,40.0,-9.0,18.0,33.0,25.0,0.0,728.0,1750.0,0.0,0.0,29.7,30.22,13.3,34.0,13.9
7,2012-01-12,36.0,18.0,27.0,-9.0,3.0,21.0,38.0,0.0,728.0,1750.0,0.0,0.0,28.77,30.17,12.4,31.0,12.8
8,2012-01-12,54.0,32.0,27.0,-9.0,20.0,34.0,38.0,0.0,728.0,1750.0,0.0,0.0,29.83,30.17,12.1,34.0,13.0
9,2012-01-12,16.0,11.0,14.0,-9.0,5.0,12.0,51.0,0.0,728.0,1750.0,0.0,0.0,29.08,29.86,18.0,33.0,18.2
10,2012-01-12,75.0,52.0,64.0,-9.0,52.0,58.0,1.0,0.0,724.0,1746.0,0.0,0.0,29.8,29.84,10.7,24.0,11.4
11,2012-01-12,74.0,47.0,61.0,8.0,52.0,56.0,4.0,0.0,725.0,1746.0,0.0,0.0,29.79,29.84,10.8,24.0,11.4
12,2012-01-12,74.0,49.0,62.0,8.0,53.0,58.0,3.0,0.0,725.0,1746.0,0.0,0.0,29.79,29.84,10.0,24.0,10.5
13,2012-01-12,40.0,-1.0,20.0,8.0,3.0,18.0,45.0,0.0,725.0,1746.0,0.0,0.0,24.24,30.23,3.2,25.0,6.5
14,2012-01-12,37.0,18.0,28.0,-8.0,2.0,22.0,37.0,0.0,739.0,1738.0,0.0,0.0,28.76,30.16,16.8,32.0,17.3
15,2012-01-12,32.0,26.0,29.0,9.0,26.0,28.0,36.0,0.0,716.0,1632.0,3.7,0.34,29.44,29.78,6.9,4.0,7.7
16,2012-01-12,41.0,31.0,36.0,9.0,34.0,36.0,29.0,0.0,716.0,1632.0,3.7,0.98,29.64,29.7,10.0,4.0,12.5
17,2012-01-12,35.0,23.0,29.0,9.0,7.0,22.0,36.0,0.0,716.0,1632.0,0.0,0.0,29.46,30.14,5.3,30.0,7.2
18,2012-01-12,42.0,29.0,36.0,-9.0,14.0,29.0,29.0,0.0,730.0,1741.0,0.0,0.0,29.7,30.2,12.6,32.0,12.9
19,2012-01-12,36.0,20.0,28.0,8.0,14.0,29.0,37.0,0.0,721.0,1639.0,6.1,0.35,28.72,30.2,13.2,34.0,14.1
20,2012-01-12,43.0,27.0,35.0,8.0,13.0,28.0,30.0,0.0,721.0,1639.0,0.0,0.0,29.48,30.18,13.2,32.0,14.4
1,2012-01-13,50.0,30.0,40.0,8.0,27.0,32.0,25.0,0.0,721.0,1639.0,0.0,0.02,29.24,29.41,8.7,24.0,12.7
2,2012-01-13,40.0,24.0,32.0,8.0,24.0,28.0,33.0,0.0,715.0,1638.0,0.0,0.09,28.3,29.4,9.7,24.0,15.8
3,2012-01-13,48.0,20.0,34.0,-2.0,10.0,26.0,31.0,0.0,734.0,1730.0,0.0,0.0,29.41,30.16,3.5,23.0,5.6
4,2012-01-13,58.0,32.0,45.0,-6.0,22.0,36.0,20.0,0.0,728.0,1751.0,0.0,0.0,29.59,30.3,1.6,28.0,3.9
6,2012-01-13,59.0,26.0,43.0,-6.0,23.0,35.0,22.0,0.0,728.0,1751.0,0.0,0.0,29.77,30.3,2.1,21.0,3.7
7,2012-01-13,52.0,17.0,35.0,-6.0,17.0,28.0,30.0,0.0,728.0,1751.0,0.0,0.0,28.76,30.18,5.9,22.0,6.5
8,2012-01-13,55.0,30.0,35.0,-6.0,26.0,36.0,30.0,0.0,728.0,1751.0,0.0,0.0,29.94,30.18,1.6,23.0,2.4
9,2012-01-13,14.0,8.0,11.0,-6.0,4.0,10.0,54.0,0.0,728.0,1751.0,0.0,0.0,29.23,30.02,6.0,32.0,7.6
10,2012-01-13,65.0,43.0,54.0,-6.0,23.0,39.0,11.0,0.0,724.0,1747.0,0.0,0.0,30.06,30.12,8.6,29.0,9.3
11,2012-01-13,63.0,38.0,51.0,-2.0,21.0,37.0,14.0,0.0,725.0,1746.0,0.0,0.0,30.04,30.13,9.6,28.0,10.0
12,2012-01-13,65.0,42.0,54.0,-2.0,22.0,39.0,11.0,0.0,725.0,1746.0,0.0,0.0,30.03,30.12,9.5,29.0,10.3
13,2012-01-13,44.0,19.0,32.0,-2.0,7.0,25.0,33.0,0.0,725.0,1746.0,0.0,0.0,24.23,30.11,7.4,26.0,8.6
14,2012-01-13,52.0,18.0,35.0,-1.0,15.0,27.0,30.0,0.0,739.0,1739.0,0.0,0.0,28.74,30.17,4.4,23.0,5.8
15,2012-01-13,36.0,26.0,31.0,11.0,25.0,28.0,34.0,0.0,716.0,1634.0,0.0,0.11,29.0,29.38,5.2,25.0,6.9
16,2012-01-13,54.0,30.0,42.0,11.0,27.0,33.0,23.0,0.0,716.0,1634.0,0.0,0.06,29.28,29.38,9.6,24.0,13.5
17,2012-01-13,49.0,15.0,32.0,11.0,10.0,25.0,33.0,0.0,716.0,1634.0,0.0,0.0,29.48,30.19,2.0,22.0,2.2
18,2012-01-13,56.0,28.0,42.0,-3.0,24.0,35.0,23.0,0.0,730.0,1742.0,0.0,0.0,29.7,30.23,3.8,20.0,3.9
19,2012-01-13,22.0,18.0,20.0,0.0,14.0,19.0,45.0,0.0,721.0,1640.0,0.6,0.05,29.11,29.84,11.0,30.0,11.1
20,2012-01-13,57.0,27.0,42.0,0.0,21.0,35.0,23.0,0.0,721.0,1640.0,0.0,0.0,29.5,30.22,3.4,21.0,4.0
1,2012-01-14,35.0,14.0,25.0,0.0,12.0,23.0,40.0,0.0,721.0,1640.0,0.0,0.0,29.58,29.81,11.1,28.0,12.5
2,2012-01-14,28.0,12.0,20.0,-3.0,8.0,19.0,45.0,0.0,714.0,1639.0,0.0,0.0,28.64,29.81,16.1,27.0,16.7
3,2012-01-14,55.0,31.0,43.0,7.0,21.0,34.0,22.0,0.0,734.0,1731.0,0.0,0.0,29.47,30.2,5.1,29.0,6.7
4,2012-01-14,67.0,31.0,49.0,-2.0,24.0,34.0,16.0,0.0,728.0,1752.0,0.0,0.0,29.62,30.2,1.5,21.0,1.9
6,2012-01-14,66.0,22.0,44.0,-5.0,25.0,36.0,21.0,0.0,728.0,1752.0,0.0,0.0,29.8,30.35,4.1,21.0,4.4
7,2012-01-14,57.0,29.0,43.0,-5.0,16.0,33.0,22.0,0.0,728.0,1752.0,0.0,0.0,28.83,30.23,2.6,32.0,7.8
8,2012-01-14,63.0,30.0,43.0,-5.0,30.0,39.0,22.0,0.0,728.0,1752.0,0.0,0.0,29.99,30.23,4.0,22.0,4.6
9,2012-01-14,21.0,6.0,14.0,-5.0,9.0,13.0,51.0,0.0,728.0,1752.0,0.0,0.01,29.31,30.1,4.7,14.0,5.3
10,2012-01-14,57.0,37.0,47.0,-5.0,21.0,37.0,18.0,0.0,724.0,1748.0,0.0,0.0,30.27,30.31,7.3,31.0,8.4
11,2012-01-14,56.0,29.0,43.0,-10.0,21.0,34.0,22.0,0.0,724.0,1747.0,0.0,0.0,30.27,30.31,5.6,30.0,6.1
12,2012-01-14,56.0,33.0,45.0,-10.0,22.0,36.0,20.0,0.0,724.0,1747.0,0.0,0.0,30.26,30.31,7.8,31.0,8.4
13,2012-01-14,53.0,20.0,37.0,-10.0,12.0,30.0,28.0,0.0,724.0,1747.0,0.0,0.0,24.24,30.08,8.0,20.0,9.4
14,2012-01-14,58.0,29.0,44.0,8.0,15.0,33.0,21.0,0.0,739.0,1740.0,0.0,0.0,28.81,30.22,2.9,34.0,7.6
15,2012-01-14,31.0,5.0,18.0,-2.0,10.0,19.0,47.0,0.0,715.0,1635.0,0.0,0.0,29.34,29.8,11.0,30.0,12.3
16,2012-01-14,35.0,15.0,25.0,-2.0,12.0,23.0,40.0,0.0,715.0,1635.0,0.0,0.0,29.62,29.78,10.9,28.0,12.3
17,2012-01-14,56.0,23.0,40.0,-2.0,19.0,31.0,25.0,0.0,715.0,1635.0,0.0,0.0,29.54,30.23,0.9,29.0,2.6
18,2012-01-14,67.0,37.0,52.0,7.0,28.0,40.0,13.0,0.0,730.0,1743.0,0.0,0.0,29.73,30.26,2.5,19.0,4.3
19,2012-01-14,21.0,14.0,18.0,-2.0,9.0,15.0,47.0,0.0,720.0,1641.0,0.3,0.01,29.38,30.12,5.4,27.0,5.7
20,2012-01-14,69.0,42.0,56.0,-2.0,26.0,42.0,9.0,0.0,720.0,1641.0,0.0,0.0,29.53,30.25,5.7,24.0,7.3
1,2012-01-15,16.0,4.0,10.0,-2.0,-5.0,7.0,55.0,0.0,720.0,1641.0,0.0,0.0,30.09,30.31,11.2,31.0,11.6
2,2012-01-15,13.0,2.0,8.0,-15.0,-3.0,5.0,57.0,0.0,714.0,1640.0,0.0,0.0,29.05,30.28,13.6,31.0,13.8
3,2012-01-15,64.0,32.0,48.0,12.0,28.0,40.0,17.0,0.0,734.0,1732.0,0.0,0.0,29.29,30.06,16.3,17.0,16.5
4,2012-01-15,64.0,37.0,51.0,0.0,41.0,48.0,14.0,0.0,728.0,1753.0,0.0,0.0,29.53,30.26,2.7,18.0,4.4
6,2012-01-15,64.0,26.0,45.0,-4.0,42.0,46.0,20.0,0.0,728.0,1753.0,0.0,0.0,29.7,30.27,6.9,18.0,7.0
7,2012-01-15,61.0,32.0,47.0,-4.0,30.0,41.0,18.0,0.0,728.0,1753.0,0.0,0.0,28.61,30.02,18.9,18.0,19.3
8,2012-01-15,64.0,34.0,47.0,-4.0,45.0,49.0,18.0,0.0,728.0,1753.0,0.0,0.0,29.91,30.02,5.6,17.0,5.9
9,2012-01-15,38.0,18.0,28.0,-4.0,21.0,26.0,37.0,0.0,728.0,1753.0,0.0,0.0,29.11,29.93,11.2,14.0,11.3
10,2012-01-15,65.0,38.0,52.0,-4.0,29.0,41.0,13.0,0.0,724.0,1749.0,0.0,0.0,30.36,30.41,5.2,31.0,7.6
11,2012-01-15,63.0,33.0,48.0,-5.0,27.0,38.0,17.0,0.0,724.0,1748.0,0.0,0.0,30.35,30.41,4.3,29.0,5.0
12,2012-01-15,64.0,32.0,48.0,-5.0,30.0,40.0,17.0,0.0,724.0,1748.0,0.0,0.0,30.35,30.41,5.1,31.0,5.4
13,2012-01-15,54.0,33.0,44.0,-5.0,12.0,33.0,21.0,0.0,724.0,1748.0,0.0,0.0,24.01,29.75,11.1,22.0,12.1
14,2012-01-15,61.0,28.0,45.0,9.0,31.0,40.0,20.0,0.0,739.0,1741.0,0.0,0.0,28.61,30.03,14.7,17.0,15.1
15,2012-01-15,10.0,-1.0,5.0,-15.0,-7.0,2.0,60.0,0.0,715.0,1636.0,0.0,0.0,29.85,30.31,11.2,31.0,11.4
16,2012-01-15,16.0,3.0,10.0,-15.0,-5.0,7.0,55.0,0.0,715.0,1636.0,0.0,0.0,30.1,30.27,13.8,31.0,13.8
17,2012-01-15,65.0,25.0,45.0,-15.0,27.0,39.0,20.0,0.0,715.0,1636.0,0.0,0.0,29.36,30.09,10.0,18.0,10.2
18,2012-01-15,65.0,38.0,52.0,6.0,37.0,46.0,13.0,0.0,730.0,1744.0,0.0,0.0,29.64,30.18,12.7,17.0,13.4
19,2012-01-15,30.0,10.0,20.0,0.0,15.0,21.0,45.0,0.0,720.0,1642.0,0.0,0.0,29.41,30.22,10.0,18.0,10.8
20,2012-01-15,64.0,41.0,53.0,0.0,36.0,46.0,12.0,0.0,720.0,1642.0,0.0,0.0,29.44,30.17,10.4,18.0,10.8
1,2012-01-16,32.0,8.0,20.0,0.0,3.0,17.0,45.0,0.0,720.0,1642.0,0.0,0.05,30.29,30.43,5.1,23.0,7.1
2,2012-01-16,30.0,4.0,17.0,-6.0,3.0,14.0,48.0,0.0,713.0,1641.0,2.0,0.15,29.27,30.41,8.6,24.0,12.0
3,2012-01-16,72.0,56.0,64.0,28.0,51.0,56.0,1.0,0.0,734.0,1733.0,0.0,0.0,29.03,29.77,19.7,19.0,20.0
4,2012-01-16,73.0,60.0,67.0,16.0,59.0,62.0,0.0,2.0,728.0,1754.0,0.0,0.0,29.33,30.05,7.1,18.0,7.6
6,2012-01-16,76.0,59.0,68.0,19.0,61.0,63.0,0.0,3.0,727.0,1754.0,0.0,0.0,29.49,30.04,13.2,19.0,13.5
7,2012-01-16,68.0,51.0,60.0,19.0,48.0,53.0,5.0,0.0,727.0,1754.0,0.0,0.0,28.41,29.8,20.6,19.0,20.9
8,2012-01-16,73.0,63.0,60.0,19.0,61.0,64.0,5.0,0.0,727.0,1754.0,0.0,0.0,29.72,29.8,11.2,18.0,10.9
9,2012-01-16,32.0,20.0,26.0,19.0,18.0,24.0,39.0,0.0,727.0,1754.0,0.0,0.0,29.1,29.88,9.8,34.0,10.4
10,2012-01-16,68.0,42.0,55.0,19.0,44.0,50.0,10.0,0.0,724.0,1749.0,0.0,0.0,30.42,30.44,3.1,7.0,5.6
11,2012-01-16,68.0,30.0,49.0,-4.0,40.0,45.0,16.0,0.0,724.0,1749.0,0.0,0.0,30.42,30.45,3.7,10.0,4.1
12,2012-01-16,67.0,36.0,52.0,-4.0,43.0,48.0,13.0,0.0,724.0,1749.0,0.0,0.0,30.41,30.44,2.5,12.0,3.7
13,2012-01-16,41.0,16.0,29.0,-4.0,17.0,24.0,36.0,0.0,724.0,1749.0,0.0,0.02,23.98,29.76,1.5,32.0,7.1
14,2012-01-16,69.0,52.0,61.0,25.0,49.0,53.0,4.0,0.0,738.0,1742.0,0.0,0.0,28.41,29.81,19.7,20.0,20.0
15,2012-01-16,30.0,-5.0,13.0,-7.0,2.0,12.0,52.0,0.0,715.0,1637.0,0.0,0.0,30.03,30.4,2.9,19.0,5.1
16,2012-01-16,32.0,7.0,20.0,-7.0,4.0,17.0,45.0,0.0,715.0,1637.0,0.0,0.08,30.32,30.41,5.5,25.0,8.8
17,2012-01-16,73.0,56.0,65.0,-7.0,50.0,56.0,0.0,0.0,715.0,1637.0,0.0,0.0,29.1,29.82,16.4,20.0,16.6
18,2012-01-16,70.0,61.0,66.0,20.0,57.0,61.0,0.0,1.0,730.0,1745.0,0.0,0.0,29.42,29.96,13.3,20.0,13.4
19,2012-01-16,41.0,29.0,35.0,15.0,28.0,32.0,30.0,0.0,719.0,1644.0,0.0,0.0,29.01,29.81,3.6,22.0,8.3
20,2012-01-16,71.0,61.0,66.0,15.0,57.0,61.0,0.0,1.0,719.0,1644.0,0.0,0.0,29.23,29.96,11.0,19.0,11.1
1,2012-01-17,46.0,32.0,39.0,15.0,34.0,37.0,26.0,0.0,719.0,1644.0,0.0,0.09,29.72,29.82,4.9,21.0,5.9
2,2012-01-17,44.0,30.0,37.0,14.0,33.0,35.0,28.0,0.0,713.0,1643.0,1.2,0.09,28.74,29.8,13.5,23.0,13.8
3,2012-01-17,66.0,22.0,44.0,8.0,20.0,29.0,21.0,0.0,733.0,1734.0,0.0,0.0,29.56,30.24,11.6,33.0,13.7
4,2012-01-17,74.0,44.0,59.0,8.0,46.0,54.0,6.0,0.0,728.0,1755.0,0.0,0.0,29.46,30.12,5.6,35.0,7.8
6,2012-01-17,75.0,43.0,59.0,10.0,48.0,55.0,6.0,0.0,727.0,1754.0,0.0,0.0,29.62,30.11,8.8,1.0,13.9
7,2012-01-17,62.0,24.0,43.0,10.0,17.0,27.0,22.0,0.0,727.0,1754.0,0.0,0.0,28.9,30.27,15.2,35.0,16.8
8,2012-01-17,77.0,46.0,43.0,10.0,50.0,57.0,22.0,0.0,727.0,1754.0,0.0,0.0,29.73,30.27,3.7,35.0,9.0
9,2012-01-17,20.0,5.0,13.0,10.0,3.0,11.0,52.0,0.0,727.0,1754.0,0.0,0.0,29.41,30.18,12.6,32.0,13.5
10,2012-01-17,76.0,51.0,64.0,10.0,50.0,56.0,1.0,0.0,723.0,1750.0,0.0,0.0,30.24,30.24,4.1,22.0,5.0
11,2012-01-17,76.0,40.0,58.0,5.0,48.0,53.0,7.0,0.0,724.0,1750.0,0.0,0.0,30.22,30.25,4.4,24.0,4.5
12,2012-01-17,75.0,44.0,60.0,5.0,50.0,54.0,5.0,0.0,724.0,1750.0,0.0,0.0,30.22,30.25,3.9,22.0,4.2
13,2012-01-17,27.0,5.0,16.0,5.0,7.0,14.0,49.0,0.0,724.0,1750.0,0.0,0.0,24.23,30.22,7.2,13.0,8.0
14,2012-01-17,62.0,25.0,44.0,8.0,17.0,28.0,21.0,0.0,738.0,1743.0,0.0,0.0,28.89,30.25,16.4,35.0,17.9
15,2012-01-17,39.0,27.0,33.0,13.0,31.0,33.0,32.0,0.0,714.0,1638.0,1.4,0.22,29.47,29.79,3.1,16.0,3.4
16,2012-01-17,47.0,31.0,39.0,13.0,35.0,37.0,26.0,0.0,714.0,1638.0,1.4,0.13,29.75,29.8,6.2,21.0,6.9
17,2012-01-17,66.0,26.0,46.0,13.0,18.0,30.0,19.0,0.0,714.0,1638.0,0.0,0.0,29.62,30.26,7.0,34.0,8.9
18,2012-01-17,68.0,38.0,53.0,7.0,35.0,44.0,12.0,0.0,730.0,1746.0,0.0,0.0,29.68,30.18,9.4,35.0,12.0
19,2012-01-17,37.0,13.0,25.0,5.0,35.0,44.0,40.0,0.0,719.0,1645.0,2.3,0.16,29.16,30.18,13.9,34.0,16.3
20,2012-01-17,68.0,38.0,53.0,5.0,35.0,45.0,12.0,0.0,719.0,1645.0,0.0,0.0,29.47,30.16,9.2,34.0,13.1
1,2012-01-18,50.0,19.0,35.0,5.0,15.0,29.0,30.0,0.0,719.0,1645.0,0.0,0.0,29.55,29.79,13.7,29.0,15.9
2,2012-01-18,46.0,16.0,31.0,8.0,14.0,25.0,34.0,0.0,712.0,1644.0,0.0,0.0,28.62,29.81,17.0,28.0,19.2
3,2012-01-18,45.0,17.0,31.0,-5.0,18.0,29.0,34.0,0.0,733.0,1735.0,0.0,0.0,29.4,30.16,5.9,18.0,6.5
4,2012-01-18,66.0,36.0,51.0,-1.0,30.0,42.0,14.0,0.0,728.0,1755.0,0.0,0.0,29.47,30.2,0.2,11.0,3.7
6,2012-01-18,64.0,35.0,50.0,1.0,31.0,41.0,15.0,0.0,727.0,1755.0,0.0,0.0,29.65,30.2,1.6,2.0,7.6
7,2012-01-18,46.0,21.0,34.0,1.0,18.0,29.0,31.0,0.0,727.0,1755.0,0.0,0.0,28.71,30.14,10.4,19.0,11.6
8,2012-01-18,63.0,36.0,34.0,1.0,35.0,43.0,31.0,0.0,727.0,1755.0,0.0,0.0,29.85,30.14,1.3,35.0,5.0
9,2012-01-18,26.0,-1.0,13.0,1.0,4.0,11.0,52.0,0.0,727.0,1755.0,0.0,0.0,29.13,29.95,6.6,21.0,13.8
10,2012-01-18,64.0,53.0,59.0,1.0,54.0,57.0,6.0,0.0,723.0,1751.0,0.0,0.12,30.03,30.05,4.5,24.0,6.5
11,2012-01-18,63.0,46.0,55.0,2.0,54.0,55.0,10.0,0.0,724.0,1751.0,0.0,0.06,30.02,30.05,4.3,24.0,6.4
12,2012-01-18,64.0,50.0,57.0,2.0,54.0,56.0,8.0,0.0,724.0,1751.0,0.0,0.05,30.02,30.06,4.6,25.0,6.2
13,2012-01-18,45.0,14.0,57.0,2.0,14.0,28.0,8.0,0.0,724.0,1751.0,0.0,0.0,24.05,29.9,4.7,19.0,10.0
14,2012-01-18,46.0,17.0,32.0,-4.0,18.0,28.0,33.0,0.0,738.0,1744.0,0.0,0.0,28.71,30.15,7.5,19.0,9.0
15,2012-01-18,45.0,13.0,29.0,10.0,13.0,24.0,36.0,0.0,713.0,1640.0,0.0,0.0,29.31,29.79,15.0,29.0,17.0
16,2012-01-18,51.0,18.0,35.0,10.0,16.0,29.0,30.0,0.0,713.0,1640.0,0.0,0.01,29.58,29.76,14.3,29.0,16.2
17,2012-01-18,46.0,17.0,32.0,10.0,17.0,28.0,33.0,0.0,713.0,1640.0,0.0,0.0,29.47,30.19,3.4,18.0,4.2
18,2012-01-18,55.0,30.0,43.0,-3.0,26.0,37.0,22.0,0.0,729.0,1747.0,0.0,0.0,29.64,30.19,2.5,14.0,5.5
19,2012-01-18,24.0,6.0,15.0,-5.0,7.0,14.0,50.0,0.0,718.0,1646.0,0.0,0.0,29.27,30.09,7.8,22.0,9.7
20,2012-01-18,55.0,28.0,42.0,-5.0,26.0,37.0,23.0,0.0,718.0,1646.0,0.0,0.0,29.42,30.18,1.9,11.0,4.6
1,2012-01-19,31.0,13.0,22.0,-5.0,11.0,20.0,43.0,0.0,718.0,1646.0,0.0,0.02,30.03,30.18,1.4,4.0,2.9
2,2012-01-19,26.0,10.0,18.0,-5.0,9.0,16.0,47.0,0.0,712.0,1645.0,1.3,0.14,29.02,30.13,2.0,12.0,6.8
3,2012-01-19,54.0,28.0,41.0,5.0,26.0,34.0,24.0,0.0,732.0,1736.0,0.0,0.0,29.16,29.93,3.8,1.0,6.8
4,2012-01-19,80.0,45.0,63.0,11.0,49.0,55.0,2.0,0.0,727.0,1756.0,0.0,0.0,29.21,29.93,4.0,20.0,4.3
6,2012-01-19,77.0,46.0,62.0,13.0,50.0,54.0,3.0,0.0,727.0,1756.0,0.0,0.0,29.38,29.93,9.6,20.0,9.7
7,2012-01-19,52.0,28.0,40.0,13.0,27.0,34.0,25.0,0.0,727.0,1756.0,0.0,0.0,28.48,29.9,2.3,34.0,10.2
8,2012-01-19,72.0,48.0,40.0,13.0,52.0,56.0,25.0,0.0,727.0,1756.0,0.0,0.0,29.59,29.9,7.3,20.0,7.8
9,2012-01-19,4.0,-11.0,-3.0,13.0,-15.0,-4.0,68.0,0.0,727.0,1756.0,0.0,0.0,29.39,30.21,7.8,30.0,8.6
10,2012-01-19,65.0,44.0,55.0,13.0,33.0,45.0,10.0,0.0,723.0,1752.0,0.0,0.0,30.1,30.14,3.5,36.0,6.9
11,2012-01-19,65.0,32.0,49.0,-4.0,30.0,40.0,16.0,0.0,724.0,1752.0,0.0,0.0,30.09,30.14,0.7,35.0,2.9
12,2012-01-19,64.0,34.0,49.0,-4.0,33.0,42.0,16.0,0.0,724.0,1752.0,0.0,0.0,30.08,30.14,2.3,35.0,3.5
